service_name,attribute_name,tc_count,ratio
8.팀채팅_홈상세,permission_auth,1,0.0071
8.팀채팅_홈상세,exception_error,17,0.1206
8.팀채팅_홈상세,network_server,7,0.0496
8.팀채팅_홈상세,notification,17,0.1206
8.팀채팅_홈상세,multi_device_os,12,0.0851
8.팀채팅_홈상세,state_persistence,13,0.0922
8.팀채팅_홈상세,content_media,92,0.6525
8.팀채팅_홈상세,has_precondition,77,0.5461
8.팀채팅_홈상세,automation_candidate,0,0.0
8.팀채팅_홈상세,manual_required,0,0.0
8.팀채팅_홈상세,compound:UI노출확인+콘텐츠미디어확인,35,0.2482
8.팀채팅_홈상세,compound:설정상태유지+콘텐츠미디어확인,8,0.0567
8.팀채팅_홈상세,compound:UI노출확인+기능동작확인,6,0.0426
8.팀채팅_홈상세,compound:예외에러확인+콘텐츠미디어확인,5,0.0355
8.팀채팅_홈상세,compound:알림푸시확인+콘텐츠미디어확인,4,0.0284
8.팀채팅_홈상세,compound:예외에러확인+알림푸시확인+콘텐츠미디어확인,3,0.0213
8.팀채팅_홈상세,compound:UI노출확인+예외에러확인+네트워크서버연동+콘텐츠미디어확인,2,0.0142
8.팀채팅_홈상세,compound:UI노출확인+기능동작확인+멀티디바이스OS,2,0.0142
8.팀채팅_홈상세,compound:데이터변경확인+알림푸시확인+멀티디바이스OS+콘텐츠미디어확인,2,0.0142
8.팀채팅_홈상세,compound:UI노출확인+멀티디바이스OS,1,0.0071
8.팀채팅_홈상세,compound:예외에러확인+네트워크서버연동,1,0.0071
8.팀채팅_홈상세,compound:네트워크서버연동+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:예외에러확인+네트워크서버연동+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:UI노출확인+권한인증확인,1,0.0071
8.팀채팅_홈상세,compound:예외에러확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:알림푸시확인+멀티디바이스OS+설정상태유지+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:멀티디바이스OS+설정상태유지+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:멀티디바이스OS+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:UI노출확인+기능동작확인+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:알림푸시확인+설정상태유지+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:기능동작확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:UI노출확인+알림푸시확인+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:UI노출확인+예외에러확인+알림푸시확인+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:예외에러확인+알림푸시확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0071
8.팀채팅_홈상세,compound:알림푸시확인+설정상태유지,1,0.0071
8.팀채팅_홈상세,compound:예외에러확인+알림푸시확인,1,0.0071
9.숏폼,ui_visibility,5,0.0685
9.숏폼,data_change,0,0.0
9.숏폼,function_behavior,2,0.0274
9.숏폼,permission_auth,0,0.0
9.숏폼,exception_error,1,0.0137
9.숏폼,network_server,0,0.0
9.숏폼,notification,6,0.0822
9.숏폼,multi_device_os,1,0.0137
9.숏폼,state_persistence,1,0.0137
9.숏폼,content_media,16,0.2192
9.숏폼,has_precondition,13,0.1781
9.숏폼,automation_candidate,0,0.0
9.숏폼,manual_required,0,0.0
9.숏폼,compound:UI노출확인+알림푸시확인,2,0.0274
9.숏폼,compound:알림푸시확인+설정상태유지+콘텐츠미디어확인,1,0.0137
9.숏폼,compound:UI노출확인+알림푸시확인+콘텐츠미디어확인,1,0.0137
9.숏폼,compound:알림푸시확인+콘텐츠미디어확인,1,0.0137
9.숏폼,compound:멀티디바이스OS+콘텐츠미디어확인,1,0.0137
10.통화,ui_visibility,38,0.3248
10.통화,data_change,19,0.1624
10.통화,function_behavior,9,0.0769
10.통화,permission_auth,10,0.0855
10.통화,exception_error,17,0.1453
10.통화,network_server,6,0.0513
10.통화,notification,22,0.188
10.통화,multi_device_os,14,0.1197
10.통화,state_persistence,19,0.1624
10.통화,content_media,22,0.188
10.통화,has_precondition,12,0.1026
10.통화,automation_candidate,0,0.0
10.통화,manual_required,12,0.1026
10.통화,compound:예외에러확인+네트워크서버연동+설정상태유지,5,0.0427
10.통화,compound:UI노출확인+기능동작확인,4,0.0342
10.통화,compound:UI노출확인+콘텐츠미디어확인,4,0.0342
10.통화,compound:권한인증확인+멀티디바이스OS,3,0.0256
10.통화,compound:UI노출확인+알림푸시확인,3,0.0256
10.통화,compound:UI노출확인+알림푸시확인+설정상태유지,3,0.0256
10.통화,compound:UI노출확인+데이터변경확인,3,0.0256
10.통화,compound:UI노출확인+데이터변경확인+콘텐츠미디어확인,3,0.0256
10.통화,compound:예외에러확인+알림푸시확인,2,0.0171
10.통화,compound:권한인증확인+예외에러확인+알림푸시확인,2,0.0171
10.통화,compound:알림푸시확인+멀티디바이스OS,2,0.0171
10.통화,compound:UI노출확인+기능동작확인+설정상태유지,1,0.0085
10.통화,compound:UI노출확인+권한인증확인+예외에러확인,1,0.0085
10.통화,compound:기능동작확인+알림푸시확인+멀티디바이스OS+설정상태유지,1,0.0085
10.통화,compound:UI노출확인+네트워크서버연동,1,0.0085
10.통화,compound:UI노출확인+예외에러확인+알림푸시확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0085
10.통화,compound:데이터변경확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0085
10.통화,compound:UI노출확인+데이터변경확인+알림푸시확인,1,0.0085
10.통화,compound:데이터변경확인+설정상태유지,1,0.0085
10.통화,compound:UI노출확인+설정상태유지,1,0.0085
10.통화,compound:UI노출확인+설정상태유지+콘텐츠미디어확인,1,0.0085
10.통화,compound:UI노출확인+멀티디바이스OS+설정상태유지+콘텐츠미디어확인,1,0.0085
10.통화,compound:UI노출확인+멀티디바이스OS+설정상태유지,1,0.0085
10.통화,compound:데이터변경확인+멀티디바이스OS,1,0.0085
10.통화,compound:멀티디바이스OS+콘텐츠미디어확인,1,0.0085
10.통화,compound:예외에러확인+알림푸시확인+멀티디바이스OS+설정상태유지,1,0.0085
10.통화,compound:UI노출확인+데이터변경확인+기능동작확인+알림푸시확인,1,0.0085
10.통화,compound:UI노출확인+권한인증확인+예외에러확인+알림푸시확인,1,0.0085
10.통화,compound:UI노출확인+데이터변경확인+예외에러확인+알림푸시확인,1,0.0085
10.통화,compound:UI노출확인+예외에러확인,1,0.0085
10.통화,compound:UI노출확인+데이터변경확인+예외에러확인+콘텐츠미디어확인,1,0.0085
10.통화,compound:예외에러확인+콘텐츠미디어확인,1,0.0085
10.통화,compound:멀티디바이스OS+설정상태유지,1,0.0085
11.톡뮤직,ui_visibility,2,0.0241
11.톡뮤직,data_change,0,0.0
11.톡뮤직,function_behavior,15,0.1807
11.톡뮤직,permission_auth,8,0.0964
11.톡뮤직,exception_error,30,0.3614
11.톡뮤직,network_server,1,0.012
11.톡뮤직,notification,9,0.1084
11.톡뮤직,multi_device_os,17,0.2048
11.톡뮤직,state_persistence,10,0.1205
11.톡뮤직,content_media,8,0.0964
11.톡뮤직,has_precondition,33,0.3976
11.톡뮤직,automation_candidate,0,0.0
11.톡뮤직,manual_required,0,0.0
11.톡뮤직,compound:기능동작확인+예외에러확인,6,0.0723
11.톡뮤직,compound:기능동작확인+예외에러확인+멀티디바이스OS,4,0.0482
11.톡뮤직,compound:멀티디바이스OS+설정상태유지,3,0.0361
11.톡뮤직,compound:기능동작확인+멀티디바이스OS,2,0.0241
11.톡뮤직,compound:권한인증확인+예외에러확인+알림푸시확인,2,0.0241
11.톡뮤직,compound:UI노출확인+설정상태유지,1,0.012
11.톡뮤직,compound:기능동작확인+콘텐츠미디어확인,1,0.012
11.톡뮤직,compound:권한인증확인+알림푸시확인,1,0.012
11.톡뮤직,compound:권한인증확인+예외에러확인,1,0.012
11.톡뮤직,compound:예외에러확인+알림푸시확인,1,0.012
11.톡뮤직,compound:예외에러확인+콘텐츠미디어확인,1,0.012
11.톡뮤직,compound:권한인증확인+예외에러확인+콘텐츠미디어확인,1,0.012
11.톡뮤직,compound:UI노출확인+기능동작확인+멀티디바이스OS+설정상태유지,1,0.012
11.톡뮤직,compound:권한인증확인+설정상태유지,1,0.012
11.톡뮤직,compound:예외에러확인+설정상태유지,1,0.012
11.톡뮤직,compound:예외에러확인+네트워크서버연동,1,0.012
11.톡뮤직,compound:멀티디바이스OS+설정상태유지+콘텐츠미디어확인,1,0.012
11.톡뮤직,compound:알림푸시확인+콘텐츠미디어확인,1,0.012
12.이모티콘플러스(+키보드),ui_visibility,183,0.3735
12.이모티콘플러스(+키보드),data_change,9,0.0184
12.이모티콘플러스(+키보드),function_behavior,27,0.0551
12.이모티콘플러스(+키보드),permission_auth,0,0.0
12.이모티콘플러스(+키보드),exception_error,20,0.0408
12.이모티콘플러스(+키보드),network_server,28,0.0571
12.이모티콘플러스(+키보드),notification,19,0.0388
12.이모티콘플러스(+키보드),multi_device_os,28,0.0571
12.이모티콘플러스(+키보드),state_persistence,28,0.0571
12.이모티콘플러스(+키보드),content_media,282,0.5755
12.이모티콘플러스(+키보드),has_precondition,211,0.4306
12.이모티콘플러스(+키보드),automation_candidate,130,0.2653
12.이모티콘플러스(+키보드),manual_required,0,0.0
12.이모티콘플러스(+키보드),compound:UI노출확인+콘텐츠미디어확인,67,0.1367
12.이모티콘플러스(+키보드),compound:네트워크서버연동+콘텐츠미디어확인,18,0.0367
12.이모티콘플러스(+키보드),compound:멀티디바이스OS+콘텐츠미디어확인,13,0.0265
12.이모티콘플러스(+키보드),compound:기능동작확인+콘텐츠미디어확인,13,0.0265
12.이모티콘플러스(+키보드),compound:UI노출확인+알림푸시확인+콘텐츠미디어확인,11,0.0224
12.이모티콘플러스(+키보드),compound:설정상태유지+콘텐츠미디어확인,6,0.0122
12.이모티콘플러스(+키보드),compound:UI노출확인+예외에러확인+콘텐츠미디어확인,6,0.0122
12.이모티콘플러스(+키보드),compound:알림푸시확인+콘텐츠미디어확인,6,0.0122
12.이모티콘플러스(+키보드),compound:예외에러확인+설정상태유지+콘텐츠미디어확인,5,0.0102
12.이모티콘플러스(+키보드),compound:UI노출확인+설정상태유지+콘텐츠미디어확인,4,0.0082
12.이모티콘플러스(+키보드),compound:UI노출확인+기능동작확인,4,0.0082
12.이모티콘플러스(+키보드),compound:네트워크서버연동+멀티디바이스OS,4,0.0082
12.이모티콘플러스(+키보드),compound:예외에러확인+콘텐츠미디어확인,3,0.0061
12.이모티콘플러스(+키보드),compound:데이터변경확인+콘텐츠미디어확인,2,0.0041
12.이모티콘플러스(+키보드),compound:기능동작확인+멀티디바이스OS+콘텐츠미디어확인,2,0.0041
12.이모티콘플러스(+키보드),compound:UI노출확인+기능동작확인+콘텐츠미디어확인,2,0.0041
12.이모티콘플러스(+키보드),compound:UI노출확인+멀티디바이스OS,2,0.0041
12.이모티콘플러스(+키보드),compound:UI노출확인+네트워크서버연동+멀티디바이스OS,2,0.0041
12.이모티콘플러스(+키보드),compound:UI노출확인+예외에러확인+알림푸시확인+콘텐츠미디어확인,1,0.002
12.이모티콘플러스(+키보드),compound:데이터변경확인+설정상태유지,1,0.002
12.이모티콘플러스(+키보드),compound:UI노출확인+데이터변경확인+설정상태유지,1,0.002
12.이모티콘플러스(+키보드),compound:UI노출확인+네트워크서버연동,1,0.002
12.이모티콘플러스(+키보드),compound:UI노출확인+설정상태유지,1,0.002
12.이모티콘플러스(+키보드),compound:UI노출확인+예외에러확인,1,0.002
12.이모티콘플러스(+키보드),compound:기능동작확인+설정상태유지+콘텐츠미디어확인,1,0.002
12.이모티콘플러스(+키보드),compound:UI노출확인+네트워크서버연동+콘텐츠미디어확인,1,0.002
12.이모티콘플러스(+키보드),compound:예외에러확인+알림푸시확인+멀티디바이스OS+설정상태유지+콘텐츠미디어확인,1,0.002
13.검색,ui_visibility,52,0.391
13.검색,data_change,2,0.015
13.검색,function_behavior,15,0.1128
13.검색,permission_auth,6,0.0451
13.검색,exception_error,5,0.0376
13.검색,network_server,0,0.0
13.검색,notification,5,0.0376
13.검색,multi_device_os,0,0.0
13.검색,state_persistence,1,0.0075
13.검색,content_media,12,0.0902
13.검색,has_precondition,9,0.0677
13.검색,automation_candidate,0,0.0
13.검색,manual_required,1,0.0075
13.검색,compound:UI노출확인+기능동작확인,7,0.0526
13.검색,compound:UI노출확인+콘텐츠미디어확인,6,0.0451
13.검색,compound:UI노출확인+기능동작확인+콘텐츠미디어확인,2,0.015
13.검색,compound:기능동작확인+알림푸시확인,2,0.015
13.검색,compound:UI노출확인+권한인증확인,1,0.0075
13.검색,compound:UI노출확인+데이터변경확인,1,0.0075
13.검색,compound:UI노출확인+알림푸시확인,1,0.0075
13.검색,compound:UI노출확인+예외에러확인,1,0.0075
13.검색,compound:권한인증확인+알림푸시확인,1,0.0075
13.검색,compound:권한인증확인+알림푸시확인+콘텐츠미디어확인,1,0.0075
13.검색,compound:데이터변경확인+권한인증확인,1,0.0075
14.이모티콘스토어,ui_visibility,167,0.1767
14.이모티콘스토어,data_change,6,0.0063
14.이모티콘스토어,function_behavior,38,0.0402
14.이모티콘스토어,permission_auth,28,0.0296
14.이모티콘스토어,exception_error,53,0.0561
14.이모티콘스토어,network_server,60,0.0635
14.이모티콘스토어,notification,74,0.0783
14.이모티콘스토어,multi_device_os,31,0.0328
14.이모티콘스토어,state_persistence,31,0.0328
14.이모티콘스토어,content_media,297,0.3143
14.이모티콘스토어,has_precondition,437,0.4624
14.이모티콘스토어,automation_candidate,105,0.1111
14.이모티콘스토어,manual_required,0,0.0
14.이모티콘스토어,compound:UI노출확인+콘텐츠미디어확인,26,0.0275
14.이모티콘스토어,compound:알림푸시확인+콘텐츠미디어확인,22,0.0233
14.이모티콘스토어,compound:UI노출확인+알림푸시확인+콘텐츠미디어확인,20,0.0212
14.이모티콘스토어,compound:UI노출확인+네트워크서버연동,13,0.0138
14.이모티콘스토어,compound:네트워크서버연동+멀티디바이스OS,10,0.0106
14.이모티콘스토어,compound:권한인증확인+예외에러확인,9,0.0095
14.이모티콘스토어,compound:기능동작확인+콘텐츠미디어확인,7,0.0074
14.이모티콘스토어,compound:예외에러확인+알림푸시확인+콘텐츠미디어확인,7,0.0074
14.이모티콘스토어,compound:멀티디바이스OS+콘텐츠미디어확인,7,0.0074
14.이모티콘스토어,compound:예외에러확인+콘텐츠미디어확인,6,0.0063
14.이모티콘스토어,compound:UI노출확인+예외에러확인+알림푸시확인+콘텐츠미디어확인,6,0.0063
14.이모티콘스토어,compound:UI노출확인+기능동작확인+네트워크서버연동+콘텐츠미디어확인,5,0.0053
14.이모티콘스토어,compound:UI노출확인+예외에러확인,4,0.0042
14.이모티콘스토어,compound:UI노출확인+예외에러확인+콘텐츠미디어확인,3,0.0032
14.이모티콘스토어,compound:UI노출확인+예외에러확인+알림푸시확인+설정상태유지+콘텐츠미디어확인,3,0.0032
14.이모티콘스토어,compound:UI노출확인+알림푸시확인,3,0.0032
14.이모티콘스토어,compound:UI노출확인+기능동작확인+알림푸시확인,3,0.0032
14.이모티콘스토어,compound:UI노출확인+기능동작확인+콘텐츠미디어확인,2,0.0021
14.이모티콘스토어,compound:설정상태유지+콘텐츠미디어확인,2,0.0021
14.이모티콘스토어,compound:권한인증확인+콘텐츠미디어확인,2,0.0021
14.이모티콘스토어,compound:네트워크서버연동+콘텐츠미디어확인,2,0.0021
14.이모티콘스토어,compound:권한인증확인+알림푸시확인,2,0.0021
14.이모티콘스토어,compound:UI노출확인+권한인증확인,2,0.0021
14.이모티콘스토어,compound:알림푸시확인+설정상태유지,2,0.0021
14.이모티콘스토어,compound:권한인증확인+네트워크서버연동+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:데이터변경확인+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+설정상태유지+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:권한인증확인+설정상태유지+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+네트워크서버연동+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+권한인증확인+예외에러확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+권한인증확인+알림푸시확인+설정상태유지,1,0.0011
14.이모티콘스토어,compound:UI노출확인+기능동작확인+네트워크서버연동,1,0.0011
14.이모티콘스토어,compound:기능동작확인+권한인증확인,1,0.0011
14.이모티콘스토어,compound:기능동작확인+권한인증확인+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+기능동작확인+권한인증확인+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+예외에러확인+멀티디바이스OS+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:UI노출확인+예외에러확인+알림푸시확인,1,0.0011
14.이모티콘스토어,compound:알림푸시확인+설정상태유지+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:예외에러확인+네트워크서버연동+알림푸시확인+콘텐츠미디어확인,1,0.0011
14.이모티콘스토어,compound:기능동작확인+멀티디바이스OS,1,0.0011
14.이모티콘스토어,compound:UI노출확인+설정상태유지,1,0.0011
14.이모티콘스토어,compound:예외에러확인+네트워크서버연동,1,0.0011
15. 알림센터,ui_visibility,14,0.5
15. 알림센터,data_change,7,0.25
15. 알림센터,function_behavior,4,0.1429
15. 알림센터,permission_auth,0,0.0
15. 알림센터,exception_error,4,0.1429
15. 알림센터,network_server,1,0.0357
15. 알림센터,notification,28,1.0
15. 알림센터,multi_device_os,4,0.1429
15. 알림센터,state_persistence,3,0.1071
15. 알림센터,content_media,13,0.4643
15. 알림센터,has_precondition,20,0.7143
15. 알림센터,automation_candidate,0,0.0
15. 알림센터,manual_required,0,0.0
15. 알림센터,compound:데이터변경확인+알림푸시확인,5,0.1786
15. 알림센터,compound:UI노출확인+알림푸시확인+멀티디바이스OS+콘텐츠미디어확인,4,0.1429
15. 알림센터,compound:UI노출확인+알림푸시확인,3,0.1071
15. 알림센터,compound:UI노출확인+기능동작확인+알림푸시확인+콘텐츠미디어확인,3,0.1071
15. 알림센터,compound:UI노출확인+알림푸시확인+콘텐츠미디어확인,3,0.1071
15. 알림센터,compound:데이터변경확인+예외에러확인+알림푸시확인+설정상태유지,2,0.0714
15. 알림센터,compound:네트워크서버연동+알림푸시확인+콘텐츠미디어확인,1,0.0357
15. 알림센터,compound:알림푸시확인+설정상태유지+콘텐츠미디어확인,1,0.0357
15. 알림센터,compound:알림푸시확인+콘텐츠미디어확인,1,0.0357
15. 알림센터,compound:기능동작확인+예외에러확인+알림푸시확인,1,0.0357
15. 알림센터,compound:UI노출확인+예외에러확인+알림푸시확인,1,0.0357
16.톡클라우드_연락처,ui_visibility,50,0.1582
16.톡클라우드_연락처,data_change,42,0.1329
16.톡클라우드_연락처,function_behavior,9,0.0285
16.톡클라우드_연락처,permission_auth,8,0.0253
16.톡클라우드_연락처,exception_error,26,0.0823
16.톡클라우드_연락처,network_server,0,0.0
16.톡클라우드_연락처,notification,32,0.1013
16.톡클라우드_연락처,multi_device_os,51,0.1614
16.톡클라우드_연락처,state_persistence,8,0.0253
16.톡클라우드_연락처,content_media,11,0.0348
16.톡클라우드_연락처,has_precondition,151,0.4778
16.톡클라우드_연락처,automation_candidate,54,0.1709
16.톡클라우드_연락처,manual_required,0,0.0
16.톡클라우드_연락처,compound:데이터변경확인+멀티디바이스OS,17,0.0538
16.톡클라우드_연락처,compound:UI노출확인+예외에러확인+알림푸시확인,6,0.019
16.톡클라우드_연락처,compound:UI노출확인+예외에러확인,4,0.0127
16.톡클라우드_연락처,compound:UI노출확인+멀티디바이스OS,4,0.0127
16.톡클라우드_연락처,compound:UI노출확인+콘텐츠미디어확인,4,0.0127
16.톡클라우드_연락처,compound:UI노출확인+예외에러확인+알림푸시확인+멀티디바이스OS,3,0.0095
16.톡클라우드_연락처,compound:UI노출확인+기능동작확인,2,0.0063
16.톡클라우드_연락처,compound:UI노출확인+권한인증확인+예외에러확인+알림푸시확인,2,0.0063
16.톡클라우드_연락처,compound:권한인증확인+알림푸시확인+설정상태유지,2,0.0063
16.톡클라우드_연락처,compound:UI노출확인+기능동작확인+예외에러확인,2,0.0063
16.톡클라우드_연락처,compound:UI노출확인+데이터변경확인+멀티디바이스OS,2,0.0063
16.톡클라우드_연락처,compound:권한인증확인+알림푸시확인+멀티디바이스OS,2,0.0063
16.톡클라우드_연락처,compound:알림푸시확인+멀티디바이스OS+설정상태유지,2,0.0063
16.톡클라우드_연락처,compound:데이터변경확인+콘텐츠미디어확인,2,0.0063
16.톡클라우드_연락처,compound:권한인증확인+알림푸시확인,1,0.0032
16.톡클라우드_연락처,compound:알림푸시확인+설정상태유지,1,0.0032
16.톡클라우드_연락처,compound:UI노출확인+기능동작확인+알림푸시확인,1,0.0032
16.톡클라우드_연락처,compound:기능동작확인+멀티디바이스OS,1,0.0032
16.톡클라우드_연락처,compound:UI노출확인+기능동작확인+예외에러확인+알림푸시확인+멀티디바이스OS,1,0.0032
16.톡클라우드_연락처,compound:데이터변경확인+알림푸시확인,1,0.0032
16.톡클라우드_연락처,compound:데이터변경확인+기능동작확인+예외에러확인+알림푸시확인,1,0.0032
16.톡클라우드_연락처,compound:예외에러확인+멀티디바이스OS+설정상태유지,1,0.0032
16.톡클라우드_연락처,compound:예외에러확인+알림푸시확인,1,0.0032
16.톡클라우드_연락처,compound:데이터변경확인+예외에러확인+콘텐츠미디어확인,1,0.0032
17.지갑,ui_visibility,89,0.3179
17.지갑,data_change,8,0.0286
17.지갑,function_behavior,40,0.1429
17.지갑,permission_auth,151,0.5393
17.지갑,exception_error,93,0.3321
17.지갑,network_server,56,0.2
17.지갑,notification,37,0.1321
17.지갑,multi_device_os,23,0.0821
17.지갑,state_persistence,23,0.0821
17.지갑,content_media,30,0.1071
17.지갑,has_precondition,143,0.5107
17.지갑,automation_candidate,2,0.0071
17.지갑,manual_required,0,0.0
17.지갑,compound:권한인증확인+예외에러확인,15,0.0536
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인,11,0.0393
17.지갑,compound:UI노출확인+권한인증확인,10,0.0357
17.지갑,compound:네트워크서버연동+콘텐츠미디어확인,9,0.0321
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인,7,0.025
17.지갑,compound:권한인증확인+네트워크서버연동,6,0.0214
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인+알림푸시확인,5,0.0179
17.지갑,compound:권한인증확인+설정상태유지,4,0.0143
17.지갑,compound:예외에러확인+네트워크서버연동+콘텐츠미디어확인,4,0.0143
17.지갑,compound:권한인증확인+예외에러확인+알림푸시확인+멀티디바이스OS,4,0.0143
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+네트워크서버연동,4,0.0143
17.지갑,compound:UI노출확인+예외에러확인,3,0.0107
17.지갑,compound:예외에러확인+네트워크서버연동,3,0.0107
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인+알림푸시확인,3,0.0107
17.지갑,compound:권한인증확인+멀티디바이스OS,3,0.0107
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인+네트워크서버연동,3,0.0107
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인+네트워크서버연동+멀티디바이스OS,3,0.0107
17.지갑,compound:권한인증확인+네트워크서버연동+콘텐츠미디어확인,3,0.0107
17.지갑,compound:권한인증확인+알림푸시확인+설정상태유지,2,0.0071
17.지갑,compound:UI노출확인+기능동작확인+네트워크서버연동,2,0.0071
17.지갑,compound:UI노출확인+기능동작확인,2,0.0071
17.지갑,compound:데이터변경확인+권한인증확인,2,0.0071
17.지갑,compound:UI노출확인+예외에러확인+네트워크서버연동+알림푸시확인,2,0.0071
17.지갑,compound:UI노출확인+예외에러확인+알림푸시확인,2,0.0071
17.지갑,compound:예외에러확인+설정상태유지,2,0.0071
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인+알림푸시확인+설정상태유지,2,0.0071
17.지갑,compound:권한인증확인+예외에러확인+멀티디바이스OS,2,0.0071
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인+설정상태유지,2,0.0071
17.지갑,compound:UI노출확인+권한인증확인+멀티디바이스OS,2,0.0071
17.지갑,compound:권한인증확인+예외에러확인+네트워크서버연동+멀티디바이스OS,2,0.0071
17.지갑,compound:권한인증확인+예외에러확인+알림푸시확인,2,0.0071
17.지갑,compound:권한인증확인+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+알림푸시확인,1,0.0036
17.지갑,compound:네트워크서버연동+알림푸시확인,1,0.0036
17.지갑,compound:UI노출확인+네트워크서버연동+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+네트워크서버연동+콘텐츠미디어확인,1,0.0036
17.지갑,compound:기능동작확인+네트워크서버연동+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+예외에러확인+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+예외에러확인,1,0.0036
17.지갑,compound:기능동작확인+예외에러확인+네트워크서버연동,1,0.0036
17.지갑,compound:UI노출확인+예외에러확인+네트워크서버연동,1,0.0036
17.지갑,compound:예외에러확인+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+네트워크서버연동,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+알림푸시확인,1,0.0036
17.지갑,compound:UI노출확인+알림푸시확인+설정상태유지,1,0.0036
17.지갑,compound:UI노출확인+데이터변경확인+권한인증확인+예외에러확인+알림푸시확인+멀티디바이스OS,1,0.0036
17.지갑,compound:데이터변경확인+기능동작확인+권한인증확인+알림푸시확인+멀티디바이스OS,1,0.0036
17.지갑,compound:권한인증확인+예외에러확인+콘텐츠미디어확인,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인+멀티디바이스OS,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+알림푸시확인+멀티디바이스OS,1,0.0036
17.지갑,compound:UI노출확인+권한인증확인+알림푸시확인+멀티디바이스OS,1,0.0036
17.지갑,compound:권한인증확인+예외에러확인+알림푸시확인+멀티디바이스OS+설정상태유지,1,0.0036
17.지갑,compound:권한인증확인+예외에러확인+설정상태유지,1,0.0036
17.지갑,compound:UI노출확인+권한인증확인+알림푸시확인,1,0.0036
17.지갑,compound:기능동작확인+권한인증확인+예외에러확인,1,0.0036
17.지갑,compound:기능동작확인+권한인증확인+예외에러확인+네트워크서버연동+알림푸시확인,1,0.0036
17.지갑,compound:권한인증확인+예외에러확인+네트워크서버연동,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인+네트워크서버연동+알림푸시확인,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+예외에러확인+네트워크서버연동,1,0.0036
17.지갑,compound:UI노출확인+권한인증확인+예외에러확인+네트워크서버연동+멀티디바이스OS,1,0.0036
17.지갑,compound:UI노출확인+기능동작확인+권한인증확인+네트워크서버연동+알림푸시확인,1,0.0036
18.톡캘린더,ui_visibility,27,0.0985
18.톡캘린더,data_change,9,0.0328
18.톡캘린더,function_behavior,2,0.0073
18.톡캘린더,permission_auth,5,0.0182
18.톡캘린더,exception_error,37,0.135
18.톡캘린더,network_server,17,0.062
18.톡캘린더,notification,67,0.2445
18.톡캘린더,multi_device_os,19,0.0693
18.톡캘린더,state_persistence,34,0.1241
18.톡캘린더,content_media,12,0.0438
